    PID    PPID STAT CMD
 373690  373687 Sl   podman exec --interactive --detach-keys= --user=bogdan --workdir=/home/bogdan/work/coralmicro --env=PWD=/home/bogdan/work/coralmicro --env=CONTAINER_ID=crazysim-garden --env=DISTROBOX_ENTER_PATH=/usr/bin/distrobox-enter --env=GJS_DEBUG_TOPICS=JS ERROR;JS LOG --env=LESSOPEN=| /usr/bin/lesspipe %s --env=VSCODE_CWD=/home/bogdan --env=VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess --env=CODEX_CI=1 --env=USER=bogdan --env=SNAP_COMMON=/var/snap/code/common --env=CODEX_INTERNAL_ORIGINATOR_OVERRIDE=codex_vscode --env=FONTCONFIG_PATH=/etc/fonts --env=GIO_MODULE_DIR=/home/bogdan/snap/code/common/.cache/gio-modules --env=VSCODE_HANDLES_UNCAUGHT_ERRORS=true --env=XDG_SESSION_TYPE=wayland --env=DEBUG=release --env=SNAP_UID=1000 --env=SHLVL=0 --env=CHROME_DESKTOP=code.desktop --env=SNAP_LIBRARY_PATH=/var/lib/snapd/lib/gl:/var/lib/snapd/lib/gl32 --env=DESKTOP_SESSION=ubuntu --env=SNAP_USER_DATA=/home/bogdan/snap/code/244 --env=GTK_PATH=/snap/code/244/usr/lib/x86_64-linux-gnu/gtk-3.0 --env=VSCODE_IPC_HOOK=/run/user/1000/vscode-4744f262-1.12-main.sock --env=IM_CONFIG_ENTRY=profile --env=GTK_IM_MODULE_FILE=/home/bogdan/snap/code/common/.cache/immodules/immodules.cache --env=GIO_LAUNCHED_DESKTOP_FILE=/var/lib/snapd/desktop/applications/code_code.desktop --env=GTK_MODULES=gail:atk-bridge --env=PAGER=cat --env=MANAGERPID=25610 --env=LC_CTYPE=C.UTF-8 --env=SYSTEMD_EXEC_PID=361240 --env=NO_COLOR=1 --env=DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus --env=SNAP_REVISION=244 --env=COLORTERM= --env=GIO_LAUNCHED_DESKTOP_FILE_PID=362690 --env=VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost --env=DEBUGINFOD_URLS=https://debuginfod.ubuntu.com  --env=WAYLAND_DISPLAY=wayland-0 --env=LOGNAME=bogdan --env=SNAP_CONTEXT=OlaD_IPpwsxlBqBDSJS87RbBE3elS7P1-d1N4aDZ8i-0yFVK8Xxn --env=MANAGERPIDFDID=90550 --env=JOURNAL_STREAM=10:836886 --env=MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/org.gnome.Shell@ubuntu.service/memory.pressure --env=XDG_SESSION_CLASS=user --env=SNAP_VERSION=6a44c352 --env=RUST_LOG=warn --env=USERNAME=bogdan --env=TERM=dumb --env=GNOME_DESKTOP_SESSION_ID=this-is-deprecated --env=SNAP_INSTANCE_NAME=code --env=FC_FONTATIONS=1 --env=GTK_EXE_PREFIX=/snap/code/244/usr --env=INVOCATION_ID=849026a6b92245f6ad475cabda52e9c6 --env=XDG_MENU_PREFIX=gnome- --env=GNOME_SETUP_DISPLAY=unix:/tmp/.X11-unix/X1 --env=SNAP_DATA=/var/snap/code/244 --env=XDG_RUNTIME_DIR=/run/user/1000 --env=GDK_BACKEND=x11 --env=DISPLAY=:0 --env=LOCPATH=/snap/code/244/usr/lib/locale --env=LANG=en_US.UTF-8 --env=XDG_CURRENT_DESKTOP=ubuntu:GNOME --env=XDG_DATA_HOME=/home/bogdan/snap/code/244/.local/share --env=XMODIFIERS=@im=ibus --env=GH_PAGER=cat --env=XDG_SESSION_DESKTOP=ubuntu --env=XAUTHORITY=/run/user/1000/.mutter-Xwaylandauth.NJZJQ3 --env=LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.swp=00;90:*.tmp=00;90:*.dpkg-dist=00;90:*.dpkg-old=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90: --env=SNAP_USER_COMMON=/home/bogdan/snap/code/common --env=SSH_AUTH_SOCK=/run/user/1000/gcr/ssh --env=GSETTINGS_SCHEMA_DIR=/home/bogdan/snap/code/244/.local/share/glib-2.0/schemas --env=SNAP_ARCH=amd64 --env=SNAP_COOKIE=OlaD_IPpwsxlBqBDSJS87RbBE3elS7P1-d1N4aDZ8i-0yFVK8Xxn --env=GDK_PIXBUF_MODULEDIR=/snap/code/244/usr/lib/x86_64-linux-gnu/gdk-pixbuf-2.0/2.10.0/loaders --env=QT_ACCESSIBILITY=1 --env=ELECTRON_RUN_AS_NODE=1 --env=GDMSESSION=ubuntu --env=LESSCLOSE=/usr/bin/lesspipe %s %s --env=FONTCONFIG_FILE=/etc/fonts/fonts.conf --env=SNAP_NAME=code --env=CODEX_THREAD_ID=019e9846-8604-7c32-a12e-02d47b8a73c6 --env=GDK_PIXBUF_MODULE_FILE=/home/bogdan/snap/code/common/.cache/gdk-pixbuf-loaders.cache --env=GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 --env=GJS_DEBUG_OUTPUT=stderr --env=SNAP_LAUNCHER_ARCH_TRIPLET=x86_64-linux-gnu --env=GIT_PAGER=cat --env=QT_IM_MODULE=ibus --env=VSCODE_CLI=1 --env=LC_ALL=C.UTF-8 --env=SNAP_REAL_HOME=/home/bogdan --env=VSCODE_CODE_CACHE_PATH=/home/bogdan/.config/Code/CachedData/6a44c352bd24569c417e530095901b649960f9f8 --env=XDG_SESSION_EXTRA_DEVICE_ACCESS=render:accel --env=SNAP_EUID=1000 --env=SNAP=/snap/code/244 --env=QT_IM_MODULES=wayland;ibus --env=MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA= --env=ELECTRON_NO_ATTACH_CONSOLE=1 --env=VSCODE_PID=362737 --env=PATH=/home/bogdan/.local/bin:/home/bogdan/.codex/tmp/arg0/codex-arg0BWG6q5:/home/bogdan/.local/bin:/home/bogdan/.local/bin:/home/bogdan/.local/bin:/home/bogdan/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/home/bogdan/.vscode/extensions/openai.chatgpt-26.602.40724-linux-x64/bin/linux-x86_64:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin --env=XDG_DATA_DIRS=/home/bogdan/snap/code/244/.local/share:/home/bogdan/snap/code/244:/snap/code/244/usr/share:/usr/share/ubuntu:/usr/share/gnome:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop:/usr/local/share:/usr/share --env=XDG_CACHE_HOME=/home/bogdan/.cache --env=XDG_CONFIG_HOME=/home/bogdan/.config --env=XDG_DATA_HOME=/home/bogdan/.local/share --env=XDG_STATE_HOME=/home/bogdan/.local/state --env=XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg crazysim-garden /home/bogdan/work/coralmicro/build-sim/sim/gz_to_uds_bridge --topic /downward_cam/image --in-sock /tmp/sentai_emu_cam.sock --out-sock /tmp/sentai_emu_flow_out.sock
 373768   25610 Ss   /usr/bin/conmon --api-version 1 -c 4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab -u 57c482301bf8d7f9e38e996af2d0ab4ca820c7902834f5ed03436094092ca747 -r /usr/bin/crun -b /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/57c482301bf8d7f9e38e996af2d0ab4ca820c7902834f5ed03436094092ca747 -p /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/57c482301bf8d7f9e38e996af2d0ab4ca820c7902834f5ed03436094092ca747/exec_pid -n crazysim-garden --exit-dir /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/57c482301bf8d7f9e38e996af2d0ab4ca820c7902834f5ed03436094092ca747/exit --persist-dir /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/57c482301bf8d7f9e38e996af2d0ab4ca820c7902834f5ed03436094092ca747/persist/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab --full-attach -s -l none --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/57c482301bf8d7f9e38e996af2d0ab4ca820c7902834f5ed03436094092ca747/oci-log -i -e --exec-attach --exec-process-spec /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/57c482301bf8d7f9e38e996af2d0ab4ca820c7902834f5ed03436094092ca747/exec-process-482681646 --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /home/bogdan/snap/code/244/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /home/bogdan/snap/code/244/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg --exec --exit-command-arg 57c482301bf8d7f9e38e996af2d0ab4ca820c7902834f5ed03436094092ca747 --exit-command-arg 4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab
 373771  373768 Ssl  /home/bogdan/work/coralmicro/build-sim/sim/gz_to_uds_bridge --topic /downward_cam/image --in-sock /tmp/sentai_emu_cam.sock --out-sock /tmp/sentai_emu_flow_out.sock
 373799       2 I    [kworker/11:2-events]
 373800       2 I    [kworker/13:0]
 373806       2 I    [kworker/9:0-xfs-conv/sda2]
 373807       2 I    [kworker/9:1-xfs-conv/sda2]
 373808       2 I    [kworker/9:2-xfs-conv/sda2]
 373809       2 I    [kworker/9:3-xfs-conv/sda2]
 373868       2 I    [kworker/19:2-cgroup_free]
 374214   54143 S    sleep 15
 374215       2 I    [kworker/1:0]
 374216       2 I    [kworker/u96:2-events_power_efficient]
 374217       2 I    [kworker/12:2]
 374220  371414 R    ps -eo pid,ppid,stat,cmd
